,id,sent_id,tokens
10896,NACHM004-PART027,3,ว่าว จุฬา พา ว่าว ปักเป้า เข้า ศูนย์ ได้
10897,NACHM004-PART027,4,ชนะ ว่าว ปักเป้า ทั้ง <sp> 2 <sp> ตัว
10898,NACHM004-PART027,5,แต่ ขณะ ว่าว จุฬา วิ่งรอก จะ พา ว่าว ปักเป้า เข้า ศูนย์
10899,NACHM004-PART027,6,แต่ ยัง ไม่ ทัน เข้า ว่าว ปักเป้า ตัว ที่ ตาย กลับ เป็น ขึ้น มา อีก
10900,NACHM004-PART027,7,หรือ ว่าว จุฬา ที่ เข้าร้าย หลุด จาก เข้าร้าย
10901,NACHM004-PART027,8,ว่าว จุฬา วิ่งรอก ไป ถือว่า เลิก กัน
10902,NACHM004-PART027,9,ถ้า ฝ่าย ว่าว จุฬา รู้ตัว ก่อน ที่ ว่าว จะ เข้า ศูนย์ ว่า ว่าว พ้น จาก เข้าร้าย แล้ว
10903,NACHM004-PART027,10,ว่าว จุฬา จะ ผ่อน ป่าน ออก ไป ทำการ ต่อสู้ จนถึง แพ้ชนะ อีก ก็ได้
10904,NACHM004-PART027,11,นอกจาก จะ มี การ แข่งขัน ว่าว จุฬา และ ว่าว ปักเป้า แล้ว
10905,NACHM004-PART027,12,ยัง มี การ ประกวด ว่าว ประเภท ต่างๆ <sp> ด้วย <sp> เช่น <sp> ประเภท สวยงาม <sp> ประเภท ความคิด <sp> และ ประเภท ตลก ขบขัน
10906,NACHM004-PART027,13,และ ยัง มี ประชาชน ทั่วไป นำ ว่าว ของ ตน มา เล่น กัน ที่ ท้อง สนามหลวง อีก ด้วย
10907,NACHM003-PART001,0,ประเทศไทย <sp> ไทย <sp> หรือ ประเทศสยาม <sp> สยาม
10908,NACHM003-PART002,0,คน ไทย นั้น ไม่ เคย เรียก ตนเอง ว่า <sp> สยาม <sp> เลย <sp> นอกจาก จะ เรียก ว่า <sp> ไทย
10909,NACHM003-PART002,1,แต่ ชาว ต่างชาติ นิยม เรียก ประเทศไทย <sp> ไทย ว่า <sp> สยาม <sp> ( Siam ) <sp> และ เรียก คน ไทย ว่า
10910,NACHM003-PART003,0,ไซมีส <sp> ( Siamese )
10911,NACHM003-PART003,1,สำหรับ ลำดับ การ เรียก ชื่อ ประเทศ ใน สังคม ไทย นั้น
10912,NACHM003-PART003,2,พอ จะ สรุป ได้ <sp> ดัง ต่อไปนี้
10913,NACHM003-PART003,3,คือ
10914,NACHM003-PART004,0,1 .
10915,NACHM003-PART004,1,เดิมที คน ไทย เรียก ชื่อ ประเทศ โดย ใช้ ชื่อ เมืองหลวง เป็น ชื่อ ประเทศ <sp> เช่น <sp> กรุงสุโขทัย <sp> สุโขทัย <sp> กรุงศรีอยุธยา <sp> ศรีอยุธยา <sp> จนถึง <sp> กรุงรัตนโกสินทร์ <sp> รัตนโกสินทร์
10916,NACHM003-PART005,0,2 .
10917,NACHM003-PART005,1,ใน สมัย รัชกาล ที่ <sp> 3
10918,NACHM003-PART005,2,ขณะที่ พระบาทสมเด็จพระนั่งเกล้าเจ้าอยู่หัว ทรง ทำ หนังสือ สัญญา กับ ต่างประเทศ <sp> ได้ เรียก ชื่อ ประเทศ ว่า <sp> กรุงศรีอยุธยา <sp> ศรีอยุธยา
10919,NACHM003-PART006,0,3 .
10920,NACHM003-PART006,1,ใน สมัย รัชกาล ที่ <sp> 4
10921,NACHM003-PART006,2,พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว
10922,NACHM003-PART006,3,ทรง แยก ชื่อ เมืองหลวง ออก จาก ชื่อ ประเทศ <sp> ตาม แบบ ตะวันตก <sp> คือ <sp> เรียก ประเทศ ว่า <sp> สยาม
10923,NACHM003-PART006,4,โดย ได้ ทรง ลง พระปรมาภิไธย ว่า <sp> RexSiamensis
10924,NACHM003-PART007,0,4 .
10925,NACHM003-PART007,1,รัฐธรรมนูญ แห่ง ราชอาณาจักร ปี <sp> พ.ศ. <sp> 2475
10926,NACHM003-PART007,2,ใช้ ชื่อ ว่า รัฐรรมนูญ แห่ง ราชอาณาจักรสยาม <sp> สยาม
10927,NACHM003-PART007,3,และ มาตรา <sp> 1
10928,NACHM003-PART007,4,ระบุ ว่า <sp> ประเทศ สยาม เป็น ราชอาณาจักร อันหนึ่งอันเดียว จะ แบ่งแยก ไม่ ได้
10929,NACHM003-PART008,0,5 .
10930,NACHM003-PART008,1,พ.ศ. <sp> 2480 - 2481
10931,NACHM003-PART008,2,ใน สัญญา ทาง พระราชไมตรี การ พาณิชย์ <sp> การ เดินเรือ กับ ต่างประเทศ ใช้ คำ ว่า <sp> ประเทศสยาม <sp> สยาม <sp> ราชอาณาจักรสยาม <sp> สยาม <sp> รัฐบาลสยาม <sp> สยาม
10932,NACHM003-PART008,3,แต่ เมื่อ กล่าวถึง ภาษา ใช้ คำ ว่า <sp> ภาษา ไทย
10933,NACHM003-PART008,4,และ มี บาง แห่ง ใช้ ไทย และ สยาม ปน <sp> ๆ <sp> กัน ไป
10934,NACHM003-PART009,0,6 .
10935,NACHM003-PART009,1,พ.ศ. <sp> 2482
10936,NACHM003-PART009,2,ใน สมัย จอมพลหลวงพิบูลสงคราม <sp> หลวง พิบูลสงคราม
10937,NACHM003-PART009,3,มี การ ประกาศ ใช้ ประกาศ รัฐนิยม <sp> ฉบับ ที่ <sp> 1 <sp> ให้ ใช้ ชื่อ <sp> ประเทศ <sp> ประชาชน <sp> และ สัญชาติ ว่า <sp> ไทย
10938,NACHM003-PART010,0,7 .
10939,NACHM003-PART010,1,รัฐธรรมนูญ แก้ไข เพิ่มเติม ว่า ด้วย นาม ของ ประเทศ ปี พุทธศักราช <sp> 2482 <sp> เมื่อ วันที่ <sp> 3 <sp> ตุลาคม <sp> พ.ศ. <sp> 2482
10940,NACHM003-PART010,2,โดยเฉพาะอย่างยิ่ง ได้ บัญญัติ ไว้ ใน มาตรา <sp> 3 <sp> ว่า <sp> ให้ เรียก ชื่อ ประเทศ ว่า <sp> ประเทศไทย <sp> ไทย
10941,NACHM003-PART010,3,และ บท รัฐธรรมนูญ <sp> หรือ กฎหมาย อื่น ที่ ใช้ คำ ว่า <sp> สยาม
10942,NACHM003-PART010,4,ให้ ใช้ คำ ว่า <sp> ไทย <sp> แทน
10943,NACHM003-PART010,5,จึง เท่ากับ เป็น การ ฆ่า คำ ว่า <sp> สยาม <sp> ให้ ตาย ไป โดย สิ้นเชิง
10944,NACHM003-PART010,6,นับตั้งแต่ บัดนั้น เป็นต้นมา จะ ต้อง เรียก คน ไทย ว่า <sp> ไทย <sp> ( Thai ) <sp> และ เรียก ชื่อ ประเทศ ว่า <sp> ประเทศไทย <sp> ไทย <sp> ( Thailand ) <sp> ตาม ประกาศ สำนักนายกรัฐมนตรี <sp> นายกรัฐมนตรี ใน สมัย นั้น
10945,NACHM003-PART011,0,8
10946,NACHM003-PART011,1,ภายหลัง สงครามโลก ครั้ง ที่ <sp> 2
10947,NACHM003-PART011,2,สิ้นสุด ลง
10948,NACHM003-PART011,3,รัฐบาล ของ นาย ทวี <sp> บุณยเกตุ
10949,NACHM003-PART011,4,ประกาศ ใช้ ชื่อ ประเทศไทย <sp> ไทย ใน <sp> ภาษา อังกฤษ และ ฝรั่งเศส ว่า <sp> Siam <sp> ชื่อ ประเทศไทย <sp> ไทย และ ภาษา ไทย ว่า <sp> ประเทศไทย <sp> ไทย
10950,NACHM003-PART011,5,ส่วน สัญชาติ <sp> ผู้ ถือ หนังสือเดินทาง เขียน เป็น ภาษา ฝรั่งเศส ว่า <sp> Siamois
10951,NACHM003-PART011,6,ในขณะเดียวกัน นั้น
10952,NACHM003-PART011,7,ประเทศอังกฤษ <sp> อังกฤษ ได้ ขอ ตั้ง เงื่อนไข ขอ เรียก ชื่อ ประเทศไทย <sp> ไทย ว่า <sp> ประเทศสยาม <sp> สยาม
10953,NACHM003-PART011,8,ซึ่ง รัฐบาล ไทย ก็ มิได้ ขัดข้อง ประการ ใด
10954,NACHM003-PART011,9,จึง ดูเหมือน ว่า ชาว ต่างประเทศ จะ เรียก <sp> สยาม <sp> ก็ได้ <sp> ไทย <sp> ก็ได้
10955,NACHM003-PART012,0,9 .
10956,NACHM003-PART012,1,เมื่อ เกิด รัฐประหาร <sp> 8 <sp> พฤศจิกายน <sp> พ.ศ. <sp> 2490
10957,NACHM003-PART012,2,นาย ควง <sp> อภัยวงศ์ <sp> นายกรัฐมนตรี
10958,NACHM003-PART012,3,คง เรียก ประเทศ ว่า <sp> ประเทศไทย <sp> ไทย
10959,NACHM003-PART012,4,ส่วน การ เรียก ใน ภาษา อังกฤษ และ ฝรั่งเศส ให้ เรียก <sp> Siam
10960,NACHM003-PART012,5,9 .
10961,NACHM003-PART012,6,เมื่อ เกิด รัฐประหาร <sp> 8 <sp> พฤศจิกายน <sp> พ.ศ. <sp> 2490
10962,NACHM003-PART012,7,นาย ควง <sp> อภัยวงศ์ <sp> นายกรัฐมนตรี
10963,NACHM003-PART012,8,คง เรียก ประเทศ ว่า <sp> ประเทศไทย <sp> ไทย
10964,NACHM003-PART012,9,ส่วน การ เรียก ใน ภาษา อังกฤษ และ ฝรั่งเศส ให้ เรียก <sp> Siam
10965,NACHM003-PART013,0,10 .
10966,NACHM003-PART013,1,เมษายน <sp> พ.ศ. <sp> 2491
10967,NACHM003-PART013,2,เมื่อ จอมพลหลวงพิบูลสงคราม <sp> หลวง พิบูลสงคราม เป็น นายกรัฐมนตรี แทน นาย ควง <sp> อภัยวงศ์
10968,NACHM003-PART013,3,รัฐบาล กลับ เปลี่ยน ชื่อ ประเทศ ไทย ใน ภาษา อังกฤษ ว่า <sp> Thailand <sp> และ ฝรั่งเศส ว่า <sp> Thailande
10969,NACHM003-PART013,4,ซึ่ง คง ใช้ มา จนถึง ปัจจุบัน นี้
10970,NACHM003-PART014,0,11 .
10971,NACHM003-PART014,1,รัฐธรรมนูญ <sp> พ.ศ. <sp> 2492
10972,NACHM003-PART014,2,ได้ เขียน ลง ไว้ ว่า <sp> ประเทศไทย <sp> ไทย
10973,NACHM003-PART015,0,12 .
10974,NACHM003-PART015,1,พ.ศ. <sp> 2511
10975,NACHM003-PART015,2,สภาร่างรัฐธรรมนูญ <sp> ร่าง รัฐธรรมนูญ มี การ อภิปราย เปลี่ยน ชื่อ จาก <sp> ไทย <sp> เป็น <sp> สยาม <sp> แต่ สมาชิก ส่วนมาก ไม่ ยอมรับ
10976,NACHM003-PART016,0,13 .
10977,NACHM003-PART016,1,พ.ศ. <sp> 2517
10978,NACHM003-PART016,2,สภาร่างรัฐธรรมนูญ <sp> ร่าง รัฐธรรมนูญ ได้ อภิปราย ใน เรื่อง เดียวกัน นี้ <sp> แต่ สมาชิก ส่วนมาก ไม่ ยอมรับ เช่นกัน
10979,NACMD006-PART001,0,ยาเสพติด ให้ โทษ
10980,NACMD006-PART002,0,ยาเสพติด ให้ โทษ
10981,NACMD006-PART002,1,หมายความ ว่า <sp> สารเคมี หรือ วัตถุ ชนิด ใด <sp> ๆ <sp> ซึ่ง เมื่อ เสพ เข้า สู่ ร่างกาย ไม่ว่า จะ โดย รับประทาน <sp> ดม <sp> สูบ <sp> ฉีด <sp> หรือ ด้วย ประการ ใด <sp> ๆ <sp> แล้ว <sp> ทำให้ เกิด ผล ต่อ ร่างกาย และ จิตใจ ใน ลักษณะ สำคัญ
10982,NACMD006-PART002,2,เช่น
10983,NACMD006-PART002,3,ต้อง เพิ่ม ขนาด การ เสพ ขึ้น เป็นลำดับ
10984,NACMD006-PART002,4,มี อาการ ถอนยา เมื่อ ขาด ยา
10985,NACMD006-PART002,5,มี ความ ต้องการ เสพ ทั้ง ทาง ร่างกาย และ จิตใจ อย่าง รุนแรง อยู่ ตลอด เวลา <sp> และ สุขภาพ โดย ทั่วไป จะ ทรุดโทรม ลง
10986,NACMD006-PART002,6,กับ ให้ รวม ตลอด ถึง พืช ที่ เป็น หรือ ให้ ผลผลิต เป็น ยาเสพติด ให้ โทษ <sp> หรือ อาจ ใช้ ผลิต เป็น ยาเสพติด ให้ โทษ <sp> และ สารเคมี ที่ ใช้ ใน การ ผลิต ยาเสพติด ให้ โทษ ด้วย
10987,NACMD006-PART002,7,ทั้งนี้ ตามที่ รัฐในตรี ประกาศ ใน ราชกิจจานุเบกษา <sp> แต่ ไม่ หมายความ ถึง ยา สามัญ ประจำ บ้าน บาง ตำรับ ตาม กฎหมาย ว่า ด้วย ยา ที่ ยาเสพติด ให้ โทษ ผสม อยู่
10988,NACMD006-PART003,0,ประเภท ของ ยาเสพติด
10989,NACMD006-PART004,0,ยาเสพติด ให้ โทษ แบ่ง ออก เป็น <sp> ๕ <sp> ประเภท
10990,NACMD006-PART004,1,คือ
10991,NACMD006-PART005,0,๑ .
10992,NACMD006-PART005,1,ประเภท <sp> ๑
10993,NACMD006-PART005,2,ยาเสพติด ให้ โทษ ชนิด ร้ายแรง
10994,NACMD006-PART005,3,เช่น
10995,NACMD006-PART005,4,เฮโรอีน <sp> ( HEROIN )
10996,NACMD006-PART006,0,๒ .
10997,NACMD006-PART006,1,ประเภท <sp> ๒
10998,NACMD006-PART006,2,ยาเสพติด ให้ โทษ ทั่วไป
10999,NACMD006-PART006,3,เช่น
11000,NACMD006-PART006,4,มอร์ฟีน <sp> ( MORPHINE ) <sp> โคคาอีน <sp> ( COCAINE ) <sp> โคเคอีน <sp> ( COKEINE ) <sp> ฝิ่นยา <sp> ( MEDICINALOPIUM )
11001,NACMD006-PART007,0,๓ .
11002,NACMD006-PART007,1,ประเภท <sp> ๓
11003,NACMD006-PART007,2,ยาเสพติด ให้ ทา ที่ มี ลักษณะ เป็น ตำรับ ยา <sp> และ มี ยาเสพติด ให้ โทษ ประเภท <sp> ๒ <sp> ผสม อยู่ ด้วย <sp> ตาม หลักเกณฑ์ ที่ รัฐมนตรี ประกาศ กำหนด ใน ราชกิจจานุเบกษา
11004,NACMD006-PART008,0,๔ .
11005,NACMD006-PART008,1,ประเภท <sp> ๔
11006,NACMD006-PART008,2,สารเคมี ใช้ ใย การ ผลิต ยาเสพติด ให้ โทษ ประเภท <sp> ๑ <sp> หรือ ประเภท <sp> ๒
11007,NACMD006-PART008,3,เช่น
11008,NACMD006-PART008,4,อาเซติคแอนไฮไดรด์ <sp> ( ACETICANHYDRIDE ) <sp> อาเซติลคลอไรด์ <sp> ( ACETYLCOLORIDE )
11009,NACMD006-PART009,0,๕ .
11010,NACMD006-PART009,1,ประเภท <sp> ๕
11011,NACMD006-PART009,2,ยาเสพติด ให้ โทษ ที่ มิ ได้ เข้า อยู่ ใน ประเภท <sp> ๑ <sp> หรือ ประเภท <sp> ๔
11012,NACMD006-PART009,3,เช่น
11013,NACMD006-PART009,4,พืช กระท่อม
11014,NACMD006-PART010,0,ประเภท ความ ผิด เกี่ยว กับ ยาเสพติด ให้ โทษ
11015,NACMD006-PART011,0,ความ ผิด ฐาน เกี่ยว กับ ยาเสพติด ให้ โทษ
11016,NACMD006-PART011,1,แบ่ง ออก เป็น <sp> ๕ <sp> ประเภท
11017,NACMD006-PART012,0,๑ .
11018,NACMD006-PART012,1,ฐาน ผลิต <sp> นำเข้า <sp> ส่งออก ซึ่ง ยาเสพติด ให้ โทษ
11019,NACMD006-PART013,0,๒ .
11020,NACMD006-PART013,1,ฐาน จำหน่าย <sp> หรือ มี ไว้ ใน ครอบครอง เพื่อ จำหน่าย ซึ่ง ยาเสพติด ให้ โทษ
11021,NACMD006-PART014,0,๓ .
11022,NACMD006-PART014,1,ฐาน จำหน่าย <sp> หรือ มี ไว้ ใน ครอบครอง ซึ่ง ยาเสพติด ให้ โทษ
11023,NACMD006-PART015,0,๔ .
11024,NACMD006-PART015,1,ฐาน เสพ ยาเสพติด ให้ โทษ
11025,NACMD006-PART016,0,๕ .
11026,NACMD006-PART016,1,ฐาน โฆษณา เพื่อ การ ค้า ซึ่ง ยาเสพติด ให้ โทษ
11027,NACMD006-PART017,0,บท ลงโทษ เกี่ยว กับ ยาเสพติด ให้ โทษ
11028,NACMD006-PART018,0,เฮโรอีน
11029,NACMD006-PART019,0,-
11030,NACMD006-PART019,1,ผู้ จำหน่าย หรือ มี เฮโรอีน ไว้ ใน ครอบครอง
11031,NACMD006-PART019,2,น้ำหนัก ไม่ เกิน <sp> ๑๐๐ <sp> กรัม
11032,NACMD006-PART019,3,"จำคุก ตั้งแต่ <sp> ๕ <sp> ปี ถึง ตลอด ชีวิต และ ปรับ ตั้งแต่ <sp> ๕๐,๐๐๐ <sp> - <sp> ๕๐๐,๐๐๐ <sp> บาท"
11033,NACMD006-PART020,0,-
11034,NACMD006-PART020,1,เกิน <sp> ๑๐๐ <sp> กรัม
11035,NACMD006-PART020,2,ประหาร ชีวิต หรือ จำคุก ตลอด ชีวิต
11036,NACMD006-PART021,0,-
11037,NACMD006-PART021,1,มี เฮโรอีน ไว้ ใน ครอบครอง
11038,NACMD006-PART021,2,"โทษ จำคุก ตั้งแต่ <sp> ๑ <sp> - <sp> ๑๐ <sp> ปี <sp> และ ปรับ ตั้งแต่ <sp> ๑๐,๐๐๐ <sp> - <sp> ๑๐๐,๐๐๐ <sp> บาท"
11039,NACMD006-PART022,0,-
11040,NACMD006-PART022,1,"ผู้ เสพ เฮโรอีน มี โทษ จำคุก ตั้งแต่ <sp> ๖ <sp> เดือน <sp> - <sp> ๑๐ <sp> ปี <sp> และ ปรับ ตั้งแต่ <sp> ๕,๐๐๐ <sp> - <sp> ๑๐๐,๐๐๐ <sp> บาท"
11041,NACMD006-PART023,0,กัญชา
11042,NACMD006-PART024,0,-
11043,NACMD006-PART024,1,ผู้ ผลิต <sp> นำเข้า หรือ ส่งออก ยาบ้า เพื่อ จำหน่าย
11044,NACMD006-PART024,2,มี โทษ ประหาร ชีวิต
11045,NACMD006-PART025,0,
11046,NACMD006-PART025,1,มี ยาบ้า ตั้งแต่ <sp> ๒๐ <sp> กรัม ขึ้น ไป <sp> ( สาร บริสุทธิ์ ) <sp> ถือ เป็น การ กระทำ เพื่อ จำหน่าย มี โทษ ประการ ชีวิต
11047,NACMD006-PART026,0,-
11048,NACMD006-PART026,1,"จำหน่าย หรือ ครอบครอง เพื่อ จำหน่าย ไม่ เกิน <sp> ๑๐๐ <sp> กรัม <sp> ( สาร บริสุทธิ์ ) <sp> มี โทษ จำคุก <sp> ๕ <sp> ปี ถึง ตลอด ชีวติ และ ปรับ ตั้งแต่ <sp> ๕๐,๐๐๐ <sp> - <sp> ๕๐๐,๐๐๐ <sp> บาท"
11049,NACMD006-PART027,0,-
11050,NACMD006-PART027,1,เกิน <sp> ๑๐๐ <sp> กรัม
11051,NACMD006-PART027,2,โทษ จำคุก ตลอด ชีวิต <sp> หรือ ประหาร ชีวิต
11052,NACMD006-PART028,0,-
11053,NACMD006-PART028,1,ครอบครอง ไม่ เกิน <sp> ๒๐ <sp> กรัม
11054,NACMD006-PART028,2,โทษ จำคุก <sp> ๑ <sp> - <sp> ๒๐ <sp> ปี
11055,NACMD006-PART028,3,"ปรับ <sp> ๑๐,๐๐๐ <sp> - <sp> ๑๐๐,๐๐๐ <sp> บาท"
11056,NACMD006-PART029,0,-
11057,NACMD006-PART029,1,ผู้ เสพ โทษ จำคุก <sp> ๖ <sp> เดือน <sp> - <sp> ๑๐ <sp> ปี
11058,NACMD006-PART029,2,"ปรับ ๕,๐๐๐ <sp> - <sp> ๑๐๐,๐๐๐ <sp> บาท"
11059,NACMD006-PART030,0,การ ป้องกัน การ ติด ยาเสพติด
11060,NACMD006-PART031,0,1 .
11061,NACMD006-PART031,1,ป้องกัน ตนเอง
11062,NACMD006-PART031,2,ไม่ ใช้ ยา โดย ไม่ ได้รับ คำแนะนำ จาก แพทย์ และ อย่า ทดลอง เส พยา ทุก ชนิด โดย เด็ดขาด
11063,NACMD006-PART032,0,2 .
11064,NACMD006-PART032,1,ป้องกัน ครอบครัว
11065,NACMD006-PART032,2,ควร สอดส่อง ดูแล เด็ก และ บุคคล ใน ครอบครัว <sp> อย่า ให้ เกี่ยวข้อง กับ ยาเสพติด
11066,NACMD006-PART032,3,ต้อง คอย อบรม สั่งสอน ให้ รู้ ถึง โทษ และ ภัย ของ ยาเสพติด
11067,NACMD006-PART032,4,ที่สำคัญ ควร ให้ ความ รัก ความ อบอุ่น กับ ลูกหลาน เพราะ ความ รัก ของ ครอบครัว จะ เป็น ปราการ สำคัญ ต้าน ภัย ยาเสพติด ได้
11068,NACMD006-PART032,5,หาก มี ผู้ เส พยา ใน ครอบครัว ควร จัดการ ให้ เข้า รักษา ตัว ที่ โรงพยาบาล ให้ หาย เด็ดขาด
11069,NACMD006-PART032,6,อย่า แสดง ความ รังเกียจ หรือ ดูหมิ่น
11070,NACMD006-PART032,7,ควร ให้ กำลังใจ ให้ ความ รัก ต่อ เขา
11071,NACMD006-PART032,8,และ การ รักษา แต่ เริ่มแรก ที่ ติด ยา มี โอกาส หาย ได้ เร็ว กว่า ปล่อย ไว้ นาย <sp> ๆ
11072,NACMD006-PART033,0,3
11073,NACMD006-PART033,1,ป้องกัน เพื่อนบ้าน
11074,NACMD006-PART033,2,ช่วย ชี้แจ้ง เพื่อนบ้าน ให้ เข้าใจ ถึง โทษ และ ภัย ของ ยาเสพติด
11075,NACMD006-PART033,3,หาก พบ ว่า เพื่อนบ้าน ติด ยาเสพติด <sp> อย่า แสดง ความ รังเกียจ
11076,NACMD006-PART033,4,ควร ช่วย แนะนำ ให้ ไป รักษา ตัว ที่ โรงพยาบาล
11077,NACMD006-PART034,0,4 .
11078,NACMD006-PART034,1,ป้องกัน โดย ให้ ความ ร่วมมือ กับ ทาง ราชการ
11079,NACMD006-PART034,2,"เมื่อ ทราบ ว่า สถานที่ แห่ง ใด มี ยาเสพติด แพร่ระบาด ขอ ให้ แจ้ง เจ้าหน้าที่ ตำรวจ ทุก แห่ง ท้องที่ ทราบ <sp> หรือ ที่ ศูนย์ปราบปรามยาเสพติดให้โทษ <sp> ปราบปราม ยาเสพติด ให้ โทษ <sp> โทร. <sp> 252-7962 <sp> , <sp> 252-5932 <sp> หรือ ที่ สำนักงานคณะกรรมการป้องกันและปราบปรามยาเสพติด <sp> คณะกรรมการ ป้องกัน และ ปราบปราม ยาเสพติด <sp> ( ป.ป.ส. ) <sp> โทร. <sp> 2459350 <sp> - <sp> 9"
11080,NACMD006-PART035,0,ความ รู้ เกี่ยว กับ พระราชบัญญัติ ว่า ด้วย วัตถุ ออกฤทธิ์ ต่อ จิต และ ประสาท
11081,NACMD006-PART036,0,วัตถุ ออกฤทธิ์
11082,NACMD006-PART036,1,หมายความ ว่า <sp> วัตถุ ที่ ออกฤทธิ์ ต่อ จิตใจ และ ประสาท ที่ เป็น ธรรมชาติ <sp> หรือ ที่ ได้ จาก สิ่ง ธรรมชาติ <sp> หรือ วัตถุ ที่ ออกฤทธิ์ ต่อ จิต และ ประสาท ที่ เป็น วัตถุ สังเคราะห์ ตามที่ รัฐมนตรี ประกาศ ใน ราชกิจจานุเบกษา <sp> ซึ่ง รัฐมนตรีว่าการ กระทรวงสาธารณสุข <sp> สาธารณสุข มี อำนาจ ประกาศ ระบุ ชื่อ และ จัด แบ่ง ประเภท วัตถุ ที่ ออกฤทธิ์ ออก เป็น <sp> ๔ <sp> ประเภท
11083,NACMD006-PART036,2,ที่ รู้จัก กัน แพร่หลาย
11084,NACMD006-PART036,3,ก็คือ
11085,NACMD006-PART036,4,แอมเฟตามีน <sp> หรือ ยาบ้า <sp> ยาขยัน <sp> ซึ่ง จัด อยู่ ใน ประเภท <sp> ๒ <sp> และ กฎหมาย ห้าม มิ ให้ ผู้ ใด ผลิต ขาย <sp> นำเข้า <sp> หรือ ส่งออก
11086,NACMD006-PART036,5,ถ้า ฝ่าฝืน ต้อง ระวาง โทษ จำคุก ตั้งแต่ <sp> ๕ <sp> ถึง <sp> ๒๐ <sp> ปี <sp> และ ปรับ ตั้งแต่ หนึ่ง แสน บาท ถึง ห้า แสน บาท
11087,NACMD006-PART037,0,ผู้ ใด เสพ ซึ่ง วัตถุ ออกฤทธิ์
11088,NACMD006-PART037,1,เลขาธิการ สำนักงานคณะกรรมการอาหารและยา <sp> คณะกรรมการ อาหาร และ ยา <sp> หรือ ผู้ ซึ่ง ได้รับ มอบหมาย โดย ให้ ความ เห็น หรือ คำแนะนำ ของ คณะกรรมการ
11089,NACMD006-PART037,2,มี อำนาจ สั่ง ให้ จัด ส่ง ผู้ นั้น ไป รับ การ รักษา พยาบาล หรือ การ ฟื้นฟู สุขภาพ และ สมรรถภาพ <sp> ณ <sp> สถาน พยาบาล <sp> หรือ สถาน พักฟื้น <sp> ตามที่ เห็นสมควร
11090,NACMD006-PART038,0,เป็น เวลา ไม่ เกิน <sp> ๑๘๐ <sp> วัน <sp> และ อาจ ขยาย เวลา ต่อไป อีก ได้ ไม่ เกิน <sp> ๑๘๐ <sp> วัน
11091,NACMD006-PART038,1,ถ้า ขัดขืน ไม่ ยอม ไป ตาม คำสั่ง <sp> ต้อง ระวาง โทษ จำคุก ไม่ เกิน <sp> ๓ <sp> เดือน <sp> และ ปรับ ไม่ เกิน <sp> หนึ่ง หมื่น บาท <sp> หรือ ทั้ง จำ ทั้ง ปรับ
11092,NACMD006-PART038,2,และ เมื่อ พ้น โทษ แล้ว <sp> ให้ ส่ง ตัว ไป รับ การ รักษา พยาบาล <sp> หรือ การ ฟื้นฟู สุขภาพ และ สมรรถภาพ ตาม คำสั่ง เดิม
11093,NACMD006-PART039,0,ความ รู้ เกี่ยว กับ พระราชกำหนด ป้องกัน การ ใช้ สาร ระเหย
11094,NACMD006-PART040,0,ปัจจุบัน ได้ มี การ ประกาศ ใช้ พระราชกำหนด ป้องกัน การ ใช้ สาร ระเหย <sp> พ.ศ. <sp> ๒๕๓๓ <sp> เพื่อ ป้องกัน การ นำ สาร ระเหย ประเภท ทินเนอร์ <sp> กาว ไป ใช้ สูด <sp> ดม <sp> หรือ วิธีการ อื่น <sp> อัน ทำให้ เกิด อันตราย แก่ ผู้ สูด ดม <sp> ซึ่ง ส่วนใหญ่ เป็น เยาวชน <sp> และ ทำให้ เกิด การ เสพติด เช่นเดียว กับ ยาเสพติด ให้ โทษ
11095,NACMD006-PART040,1,รัฐบาล จึง ตรา พระราชกำหนด ฉบับ นี้ ออก มา เป็น การ เร่งด่วน <sp> โดย มี หลักเกณฑ์ สำคัญ ดังนี้
11096,NACMD006-PART041,0,๑ .
11097,NACMD006-PART041,1,การ ผลิต สาร ระเหย
11098,NACMD006-PART041,2,ต้อง มี ภาพ <sp> เครื่องหมาย <sp> และ ข้อความ <sp> เป็น การ เตือน ให้ ระวัง วิธี ใช้ ไว้ ใน ภาชนะ <sp> หรือ หีบห่อ ที่ บรรจุ สาร ระเหย
11099,NACMD006-PART041,3,สาร ระเหย ที่ ผู้ ขาย จะ ต้อง มี สิ่ง ต่างๆ <sp> ที่ กล่าว มา แล้ว อยู่ ครบถ้วน
11100,NACMD006-PART042,0,๒ .
11101,NACMD006-PART042,1,ห้าม ขาย สาร ระเหย แก่ ผู้ อายุ ไม่ เกิน <sp> ๑๗ <sp> ปี <sp> เว้นแต่ เป็น การ ขาย โดย สถาน ศึกษา <sp> เพื่อ สื่อ การ เรียน การ สอน
11102,NACMD006-PART042,2,ถ้า ฝ่าฝืน มี โทษ จำคุก ไม่ เกิน <sp> ๑ <sp> ปี <sp> หรือ ปรับ ไม่ เกิน หนึ่ง หมื่น บาท <sp> หรือ ทั้ง จำ ทั้ง ปรับ
11103,NACMD006-PART043,0,๓ .
11104,NACMD006-PART043,1,ห้าม ขาย <sp> จัดหา <sp> หรือ ใช้ สาร ระเหย แก่ ผู้ ซึ่ง รู้ <sp> หรือ ควร รู้ ว่า เป็น ผู้ ติด สาร ระเหย
